player,season,tm,pos,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,trb,ast,stl,blk,tov,pf,pts,avg_mp,avg_fg,avg_fga,avg_3p,avg_3pa,avg_2p,avg_2pa,avg_ft,avg_fta,avg_pts,avg_orb,avg_trb,avg_ast,avg_blk,avg_stl,avg_tov,avg_pf
Jeanette Pohlen-Mavunga,2013,IND,G,13,0,191,13,38,0.342,9,24,0.375,4,14,0.286,0.461,6,6,1,6,25,4,6,1,10,11,41,14.7,1,2.9,0.7,1.8,0.3,1.1,0.5,0.5,3.2,0.5,1.9,0.3,0.1,0.5,0.8,0.8
Cappie Pondexter,2013,NYL,G,30,30,1027,171,475,0.36,38,103,0.369,133,372,0.358,0.4,127,156,0.814,15,135,119,31,4,104,50,507,34.2,5.7,15.8,1.3,3.4,4.4,12.4,4.2,5.2,16.9,0.5,4.5,4,0.1,1,3.5,1.7
Chelsea Poppens,2013,SAS,F,8,0,63,4,9,0.444,0,0,NA,4,9,0.444,0.444,1,4,0.25,9,17,1,1,0,2,11,9,7.9,0.5,1.1,0,0,0.5,1.1,0.1,0.5,1.1,1.1,2.1,0.1,0,0.1,0.2,1.4
Nicole Powell,2013,TUL,F,32,20,715,73,180,0.406,38,105,0.362,35,75,0.467,0.511,22,27,0.815,31,119,41,24,6,29,54,206,22.3,2.3,5.6,1.2,3.3,1.1,2.3,0.7,0.8,6.4,1,3.7,1.3,0.2,0.8,0.9,1.7
Samantha Prahalis,2013,NYL,G,3,0,8,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,2,1,1,0,3,1,0,2.7,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0,0.3,1,0.3
Samantha Prahalis,2013,PHO,G,8,2,101,8,25,0.32,0,5,0,8,20,0.4,0.32,2,2,1,1,8,16,3,1,10,17,18,12.6,1,3.1,0,0.6,1,2.5,0.2,0.2,2.2,0.1,1,2,0.1,0.4,1.2,2.1
Samantha Prahalis,2013,TOT,G,11,2,109,8,25,0.32,0,5,0,8,20,0.4,0.32,2,2,1,1,10,17,4,1,13,18,18,9.9,0.7,2.3,0,0.5,0.7,1.8,0.2,0.2,1.6,0.1,0.9,1.5,0.1,0.4,1.2,1.6
Armintie Herrington,2013,ATL,G,28,26,838,78,167,0.467,0,0,NA,78,167,0.467,0.467,39,66,0.591,43,95,67,65,3,52,55,195,29.9,2.8,6,0,0,2.8,6,1.4,2.4,7,1.5,3.4,2.4,0.1,2.3,1.9,2
Epiphanny Prince,2013,CHI,G,31,31,930,148,394,0.376,61,154,0.396,87,240,0.363,0.453,108,120,0.9,18,84,93,51,12,43,45,465,30,4.8,12.7,2,5,2.8,7.7,3.5,3.9,15,0.6,2.7,3,0.4,1.6,1.4,1.5
Allie Quigley,2013,CHI,G,34,0,318,48,152,0.316,17,54,0.315,31,98,0.316,0.372,16,18,0.889,7,24,22,12,4,20,23,129,9.4,1.4,4.5,0.5,1.6,0.9,2.9,0.5,0.5,3.8,0.2,0.7,0.6,0.1,0.4,0.6,0.7
Noelle Quinn,2013,SEA,G,34,15,870,70,198,0.354,13,56,0.232,57,142,0.401,0.386,32,38,0.842,21,165,56,28,8,42,39,185,25.6,2.1,5.8,0.4,1.6,1.7,4.2,0.9,1.1,5.4,0.6,4.9,1.6,0.2,0.8,1.2,1.1
Ruth Riley,2013,ATL,C,16,0,121,6,19,0.316,2,5,0.4,4,14,0.286,0.368,4,6,0.667,3,12,3,3,4,8,25,18,7.6,0.4,1.2,0.1,0.3,0.2,0.9,0.2,0.4,1.1,0.2,0.8,0.2,0.2,0.2,0.5,1.6
Ashley Robinson,2013,SEA,C,21,0,200,13,29,0.448,0,0,NA,13,29,0.448,0.448,6,10,0.6,11,29,7,1,8,23,32,32,9.5,0.6,1.4,0,0,0.6,1.4,0.3,0.5,1.5,0.5,1.4,0.3,0.4,0,1.1,1.5
Danielle Robinson,2013,SAS,G,25,25,812,115,259,0.444,0,6,0,115,253,0.455,0.444,51,64,0.797,19,78,168,34,4,64,49,281,32.5,4.6,10.4,0,0.2,4.6,10.1,2,2.6,11.2,0.8,3.1,6.7,0.2,1.4,2.6,2
Sugar Rodgers,2013,MIN,G,28,0,212,19,60,0.317,10,32,0.313,9,28,0.321,0.4,4,7,0.571,11,40,14,15,9,12,32,52,7.6,0.7,2.1,0.4,1.1,0.3,1,0.1,0.2,1.9,0.4,1.4,0.5,0.3,0.5,0.4,1.1
Tierra Ruffin-Pratt,2013,WAS,G,34,0,503,51,142,0.359,1,7,0.143,50,135,0.37,0.363,47,60,0.783,33,95,26,22,8,22,57,150,14.8,1.5,4.2,0,0.2,1.5,4,1.4,1.8,4.4,1,2.8,0.8,0.2,0.6,0.6,1.7
Nakia Sanford,2013,SEA,C-F,15,0,153,8,27,0.296,0,0,NA,8,27,0.296,0.296,9,16,0.563,12,30,8,1,4,12,28,25,10.2,0.5,1.8,0,0,0.5,1.8,0.6,1.1,1.7,0.8,2,0.5,0.3,0.1,0.8,1.9
Katie Smith,2013,NYL,G,34,30,904,76,203,0.374,28,89,0.315,48,114,0.421,0.443,28,33,0.848,9,64,61,24,6,43,53,208,26.6,2.2,6,0.8,2.6,1.4,3.4,0.8,1,6.1,0.3,1.9,1.8,0.2,0.7,1.3,1.6
Michelle Snow,2013,WAS,C,34,18,571,73,154,0.474,0,0,NA,73,154,0.474,0.474,28,34,0.824,50,163,20,16,25,34,78,174,16.8,2.1,4.5,0,0,2.1,4.5,0.8,1,5.1,1.5,4.8,0.6,0.7,0.5,1,2.3
Shekinna Stricklen,2013,SEA,F,34,21,797,131,319,0.411,54,157,0.344,77,162,0.475,0.495,25,39,0.641,28,96,28,25,13,40,54,341,23.4,3.9,9.4,1.6,4.6,2.3,4.8,0.7,1.1,10,0.8,2.8,0.8,0.4,0.7,1.2,1.6
Carolyn Swords,2013,CHI,C,16,2,181,26,42,0.619,0,0,NA,26,42,0.619,0.619,7,9,0.778,16,41,10,8,12,14,33,59,11.3,1.6,2.6,0,0,1.6,2.6,0.4,0.6,3.7,1,2.6,0.6,0.8,0.5,0.9,2.1
Diana Taurasi,2013,PHO,G,32,32,1032,200,439,0.456,69,199,0.347,131,240,0.546,0.534,182,213,0.854,18,134,197,22,15,116,103,651,32.2,6.2,13.7,2.2,6.2,4.1,7.5,5.7,6.7,20.3,0.6,4.2,6.2,0.5,0.7,3.6,3.2
Penny Taylor,2013,PHO,F,10,3,161,25,53,0.472,8,19,0.421,17,34,0.5,0.547,26,27,0.963,6,21,17,8,1,6,7,84,16.1,2.5,5.3,0.8,1.9,1.7,3.4,2.6,2.7,8.4,0.6,2.1,1.7,0.1,0.8,0.6,0.7
Jasmine Thomas,2013,ATL,G,34,29,935,120,334,0.359,16,74,0.216,104,260,0.4,0.383,32,46,0.696,24,103,106,29,9,71,63,288,27.5,3.5,9.8,0.5,2.2,3.1,7.6,0.9,1.4,8.5,0.7,3,3.1,0.3,0.9,2.1,1.9
Krystal Thomas,2013,PHO,C,34,3,477,33,64,0.516,0,0,NA,33,64,0.516,0.516,13,31,0.419,39,140,7,8,17,32,90,79,14,1,1.9,0,0,1,1.9,0.4,0.9,2.3,1.1,4.1,0.2,0.5,0.2,0.9,2.6
Tina Thompson,2013,SEA,F,34,34,976,154,376,0.41,60,162,0.37,94,214,0.439,0.489,111,127,0.874,40,198,39,18,22,50,79,479,28.7,4.5,11.1,1.8,4.8,2.8,6.3,3.3,3.7,14.1,1.2,5.8,1.1,0.6,0.5,1.5,2.3
Erin Thorn,2013,IND,G,6,0,67,2,12,0.167,1,6,0.167,1,6,0.167,0.208,2,2,1,0,3,4,2,1,5,2,7,11.2,0.3,2,0.2,1,0.2,1,0.3,0.3,1.2,0,0.5,0.7,0.2,0.3,0.8,0.3
Joslyn Tinkle,2013,SEA,F,6,0,11,0,3,0,0,2,0,0,1,0,0,0,0,NA,1,3,0,0,0,0,1,0,1.8,0,0.5,0,0.3,0,0.2,0,0,0,0.2,0.5,0,0,0,0,0.2
Kristi Toliver,2013,LAS,G,34,34,1019,181,396,0.457,49,128,0.383,132,268,0.493,0.519,69,83,0.831,18,87,114,43,6,65,86,480,30,5.3,11.6,1.4,3.8,3.9,7.9,2,2.4,14.1,0.5,2.6,3.4,0.2,1.3,1.9,2.5
Courtney Vandersloot,2013,CHI,G,33,33,985,106,268,0.396,17,56,0.304,89,212,0.42,0.427,60,72,0.833,10,106,184,46,28,82,86,289,29.8,3.2,8.1,0.5,1.7,2.7,6.4,1.8,2.2,8.8,0.3,3.2,5.6,0.8,1.4,2.5,2.6
Kia Vaughn,2013,WAS,C,34,15,680,99,233,0.425,0,1,0,99,232,0.427,0.425,35,46,0.761,50,176,22,24,37,52,78,233,20,2.9,6.9,0,0,2.9,6.8,1,1.4,6.9,1.5,5.2,0.6,1.1,0.7,1.5,2.3
Ashley Walker,2013,CON,F-C,7,0,55,5,17,0.294,2,8,0.25,3,9,0.333,0.353,1,1,1,9,16,2,2,3,6,4,13,7.9,0.7,2.4,0.3,1.1,0.4,1.3,0.1,0.1,1.9,1.3,2.3,0.3,0.4,0.3,0.9,0.6
Avery Warley-Talbert,2013,CHI,C,14,0,113,7,16,0.438,0,0,NA,7,16,0.438,0.438,4,4,1,14,30,1,3,6,5,18,18,8.1,0.5,1.1,0,0,0.5,1.1,0.3,0.3,1.3,1,2.1,0.1,0.4,0.2,0.4,1.3
Avery Warley-Talbert,2013,NYL,C,8,5,102,10,25,0.4,0,0,NA,10,25,0.4,0.4,4,6,0.667,11,39,1,5,1,6,15,24,12.8,1.2,3.1,0,0,1.2,3.1,0.5,0.8,3,1.4,4.9,0.1,0.1,0.6,0.8,1.9
Avery Warley-Talbert,2013,TOT,C,22,5,215,17,41,0.415,0,0,NA,17,41,0.415,0.415,8,10,0.8,25,69,2,8,7,11,33,42,9.8,0.8,1.9,0,0,0.8,1.9,0.4,0.5,1.9,1.1,3.1,0.1,0.3,0.4,0.5,1.5
Lindsay Whalen,2013,MIN,G,34,34,1005,198,407,0.486,1,9,0.111,197,398,0.495,0.488,108,138,0.783,22,148,197,26,2,74,67,505,29.6,5.8,12,0,0.3,5.8,11.7,3.2,4.1,14.9,0.6,4.4,5.8,0.1,0.8,2.2,2
Tan White,2013,CON,G,22,12,549,84,255,0.329,15,76,0.197,69,179,0.385,0.359,20,27,0.741,17,61,44,34,6,52,59,203,25,3.8,11.6,0.7,3.5,3.1,8.1,0.9,1.2,9.2,0.8,2.8,2,0.3,1.5,2.4,2.7
Davellyn Whyte,2013,SAS,G,29,4,433,42,130,0.323,18,60,0.3,24,70,0.343,0.392,28,37,0.757,18,55,52,20,7,42,36,130,14.9,1.4,4.5,0.6,2.1,0.8,2.4,1,1.3,4.5,0.6,1.9,1.8,0.2,0.7,1.4,1.2
Candice Wiggins,2013,TUL,G,32,31,876,103,284,0.363,57,157,0.363,46,127,0.362,0.463,61,77,0.792,27,92,63,39,7,59,93,324,27.4,3.2,8.9,1.8,4.9,1.4,4,1.9,2.4,10.1,0.8,2.9,2,0.2,1.2,1.8,2.9
Kamiko Williams,2013,NYL,G,34,18,453,39,121,0.322,6,23,0.261,33,98,0.337,0.347,4,7,0.571,16,73,32,24,8,30,38,88,13.3,1.1,3.6,0.2,0.7,1,2.9,0.1,0.2,2.6,0.5,2.1,0.9,0.2,0.7,0.9,1.1
Le'coe Willingham,2013,ATL,F,34,28,755,56,132,0.424,14,46,0.304,42,86,0.488,0.477,15,21,0.714,45,142,27,27,11,42,83,141,22.2,1.6,3.9,0.4,1.4,1.2,2.5,0.4,0.6,4.1,1.3,4.2,0.8,0.3,0.8,1.2,2.4
Riquna Williams,2013,TUL,G,27,6,612,139,350,0.397,45,118,0.381,94,232,0.405,0.461,99,110,0.9,14,64,49,27,7,40,59,422,22.7,5.1,13,1.7,4.4,3.5,8.6,3.7,4.1,15.6,0.5,2.4,1.8,0.3,1,1.5,2.2
Julie Wojta,2013,SAS,G-F,3,0,25,2,2,1,0,0,NA,2,2,1,1,2,3,0.667,2,6,1,3,0,3,1,6,8.3,0.7,0.7,0,0,0.7,0.7,0.7,1,2,0.7,2,0.3,0,1,1,0.3
Monica Wright,2013,MIN,G,33,3,743,110,257,0.428,10,39,0.256,100,218,0.459,0.447,68,86,0.791,20,96,76,34,6,58,90,298,22.5,3.3,7.8,0.3,1.2,3,6.6,2.1,2.6,9,0.6,2.9,2.3,0.2,1,1.8,2.7
Tanisha Wright,2013,SEA,G,34,34,1050,146,332,0.44,13,46,0.283,133,286,0.465,0.459,100,117,0.855,29,127,138,38,7,98,90,405,30.9,4.3,9.8,0.4,1.4,3.9,8.4,2.9,3.4,11.9,0.9,3.7,4.1,0.2,1.1,2.9,2.6
Tamera Young,2013,CHI,F,33,8,596,81,190,0.426,0,1,0,81,189,0.429,0.426,23,38,0.605,43,125,21,17,5,22,61,185,18.1,2.5,5.8,0,0,2.5,5.7,0.7,1.2,5.6,1.3,3.8,0.6,0.2,0.5,0.7,1.8
Toni Young,2013,NYL,F,31,10,344,58,122,0.475,0,1,0,58,121,0.479,0.475,12,18,0.667,24,58,14,9,10,26,57,128,11.1,1.9,3.9,0,0,1.9,3.9,0.4,0.6,4.1,0.8,1.9,0.5,0.3,0.3,0.8,1.8
Shavonte Zellous,2013,IND,G,29,29,908,146,352,0.415,39,112,0.348,107,240,0.446,0.47,96,123,0.78,27,100,48,27,21,54,93,427,31.3,5,12.1,1.3,3.9,3.7,8.3,3.3,4.2,14.7,0.9,3.4,1.7,0.7,0.9,1.9,3.2
Sharnee' Zoll,2013,CHI,G,19,0,184,6,28,0.214,0,6,0,6,22,0.273,0.214,5,8,0.625,0,14,33,3,0,16,15,17,9.7,0.3,1.5,0,0.3,0.3,1.2,0.3,0.4,0.9,0,0.7,1.7,0,0.2,0.8,0.8
Farhiya Abdi,2014,LAS,F,17,0,142,19,44,0.432,1,7,0.143,18,37,0.486,0.443,3,3,1,3,9,5,1,0,6,15,42,8.4,1.1,2.6,0.1,0.4,1.1,2.2,0.2,0.2,2.5,0.2,0.5,0.3,0,0.1,0.4,0.9
Danielle Adams,2014,SAS,F-C,34,14,700,135,332,0.407,39,127,0.307,96,205,0.468,0.465,63,79,0.797,42,141,32,22,24,43,102,372,20.6,4,9.8,1.1,3.7,2.8,6,1.9,2.3,10.9,1.2,4.1,0.9,0.7,0.6,1.3,3
Matee Ajavon,2014,ATL,G,24,1,220,15,54,0.278,1,9,0.111,14,45,0.311,0.287,21,29,0.724,10,18,16,11,1,22,29,52,9.2,0.6,2.2,0,0.4,0.6,1.9,0.9,1.2,2.2,0.4,0.8,0.7,0,0.5,0.9,1.2
Kayla Alexander,2014,SAS,C,33,0,298,33,76,0.434,0,0,NA,33,76,0.434,0.434,26,31,0.839,27,66,6,4,10,22,39,92,9,1,2.3,0,0,1,2.3,0.8,0.9,2.8,0.8,2,0.2,0.3,0.1,0.7,1.2
Jayne Appel-Marinelli,2014,SAS,C,34,34,843,70,130,0.538,1,1,1,69,129,0.535,0.542,26,43,0.605,66,270,73,16,30,47,95,167,24.8,2.1,3.8,0,0,2,3.8,0.8,1.3,4.9,1.9,7.9,2.1,0.9,0.5,1.4,2.8
Seimone Augustus,2014,MIN,G-F,24,24,749,170,333,0.511,12,36,0.333,158,297,0.532,0.529,44,52,0.846,13,87,58,10,2,39,23,396,31.2,7.1,13.9,0.5,1.5,6.6,12.4,1.8,2.2,16.5,0.5,3.6,2.4,0.1,0.4,1.6,1
Mistie Bass,2014,PHO,F,34,0,493,58,114,0.509,0,0,NA,58,114,0.509,0.509,32,48,0.667,41,110,18,16,13,24,52,148,14.5,1.7,3.4,0,0,1.7,3.4,0.9,1.4,4.4,1.2,3.2,0.5,0.4,0.5,0.7,1.5
Vicki Baugh,2014,TUL,F-C,33,0,266,33,56,0.589,0,0,NA,33,56,0.589,0.589,16,22,0.727,36,95,5,11,7,16,55,82,8.1,1,1.7,0,0,1,1.7,0.5,0.7,2.5,1.1,2.9,0.2,0.2,0.3,0.5,1.7
Alana Beard,2014,LAS,G-F,33,33,913,119,257,0.463,8,28,0.286,111,229,0.485,0.479,35,47,0.745,19,86,84,37,15,59,86,281,27.7,3.6,7.8,0.2,0.8,3.4,6.9,1.1,1.4,8.5,0.6,2.6,2.5,0.5,1.1,1.8,2.6
Alex Bentley,2014,CON,G,34,30,872,174,402,0.433,31,96,0.323,143,306,0.467,0.471,37,49,0.755,7,58,126,44,3,68,91,416,25.6,5.1,11.8,0.9,2.8,4.2,9,1.1,1.4,12.2,0.2,1.7,3.7,0.1,1.3,2,2.7
Tiffany Bias,2014,PHO,G,17,0,68,7,18,0.389,2,6,0.333,5,12,0.417,0.444,2,6,0.333,0,3,6,5,0,12,12,18,4,0.4,1.1,0.1,0.4,0.3,0.7,0.1,0.4,1.1,0,0.2,0.4,0,0.3,0.7,0.7
Sue Bird,2014,SEA,G,33,33,963,129,334,0.386,39,113,0.345,90,221,0.407,0.445,54,65,0.831,6,72,133,26,1,75,32,351,29.2,3.9,10.1,1.2,3.4,2.7,6.7,1.6,2,10.6,0.2,2.2,4,0,0.8,2.3,1
Kelsey Bone,2014,CON,C,34,26,793,137,304,0.451,0,3,0,137,301,0.455,0.451,43,65,0.662,57,181,46,22,16,67,103,317,23.3,4,8.9,0,0.1,4,8.9,1.3,1.9,9.3,1.7,5.3,1.4,0.5,0.6,2,3
DeWanna Bonner,2014,PHO,F-G,34,34,994,129,281,0.459,24,86,0.279,105,195,0.538,0.502,71,91,0.78,35,139,79,49,15,47,43,353,29.2,3.8,8.3,0.7,2.5,3.1,5.7,2.1,2.7,10.4,1,4.1,2.3,0.4,1.4,1.4,1.3
Gennifer Brandon,2014,CHI,F,16,2,122,11,33,0.333,0,0,NA,11,33,0.333,0.333,6,13,0.462,11,41,3,3,7,10,6,28,7.6,0.7,2.1,0,0,0.7,2.1,0.4,0.8,1.8,0.7,2.6,0.2,0.4,0.2,0.6,0.4
Kara Braxton,2014,NYL,C-F,4,0,31,4,8,0.5,0,0,NA,4,8,0.5,0.5,2,2,1,1,4,3,1,1,4,1,10,7.8,1,2,0,0,1,2,0.5,0.5,2.5,0.2,1,0.8,0.2,0.2,1,0.2
Jessica Breland,2014,CHI,F,32,32,849,135,293,0.461,0,3,0,135,290,0.466,0.461,41,54,0.759,63,219,61,29,58,70,90,311,26.5,4.2,9.2,0,0.1,4.2,9.1,1.3,1.7,9.7,2,6.8,1.9,1.8,0.9,2.2,2.8
Rebekkah Brunson,2014,MIN,F,11,11,303,32,81,0.395,0,0,NA,32,81,0.395,0.395,15,21,0.714,27,90,17,3,8,10,20,79,27.5,2.9,7.4,0,0,2.9,7.4,1.4,1.9,7.2,2.5,8.2,1.5,0.7,0.3,0.9,1.8
Heather Butler,2014,SAS,G,11,0,38,1,9,0.111,1,6,0.167,0,3,0,0.167,3,4,0.75,1,3,3,0,0,5,7,6,3.5,0.1,0.8,0.1,0.5,0,0.3,0.3,0.4,0.5,0.1,0.3,0.3,0,0,0.5,0.6
Kelley Cain,2014,CON,C,8,0,45,4,16,0.25,0,0,NA,4,16,0.25,0.25,3,4,0.75,5,12,1,2,4,3,9,11,5.6,0.5,2,0,0,0.5,2,0.4,0.5,1.4,0.6,1.5,0.1,0.5,0.2,0.4,1.1
Essence Carson,2014,NYL,G,26,11,365,35,99,0.354,7,24,0.292,28,75,0.373,0.389,10,12,0.833,9,43,23,9,4,26,23,87,14,1.3,3.8,0.3,0.9,1.1,2.9,0.4,0.5,3.3,0.3,1.7,0.9,0.2,0.3,1,0.9
Sydney Carter,2014,IND,G,23,0,287,23,80,0.288,4,24,0.167,19,56,0.339,0.313,23,31,0.742,6,21,30,8,3,33,21,73,12.5,1,3.5,0.2,1,0.8,2.4,1,1.3,3.2,0.3,0.9,1.3,0.1,0.3,1.4,0.9
Swin Cash,2014,ATL,F,17,1,149,10,43,0.233,0,9,0,10,34,0.294,0.233,6,15,0.4,2,16,12,6,3,13,21,26,8.8,0.6,2.5,0,0.5,0.6,2,0.4,0.9,1.5,0.1,0.9,0.7,0.2,0.4,0.8,1.2
Swin Cash,2014,NYL,F,15,4,240,23,65,0.354,1,10,0.1,22,55,0.4,0.362,20,24,0.833,12,44,21,6,2,22,22,67,16,1.5,4.3,0.1,0.7,1.5,3.7,1.3,1.6,4.5,0.8,2.9,1.4,0.1,0.4,1.5,1.5
Swin Cash,2014,TOT,F,32,5,389,33,108,0.306,1,19,0.053,32,89,0.36,0.31,26,39,0.667,14,60,33,12,5,35,43,93,12.2,1,3.4,0,0.6,1,2.8,0.8,1.2,2.9,0.4,1.9,1,0.2,0.4,1.1,1.3
Tamika Catchings,2014,IND,F,16,16,430,90,202,0.446,14,38,0.368,76,164,0.463,0.48,64,81,0.79,21,102,30,27,13,33,30,258,26.9,5.6,12.6,0.9,2.4,4.8,10.2,4,5.1,16.1,1.3,6.4,1.9,0.8,1.7,2.1,1.9
Tina Charles,2014,NYL,C,34,34,1119,236,511,0.462,0,0,NA,236,511,0.462,0.462,118,157,0.752,89,320,74,44,30,77,57,590,32.9,6.9,15,0,0,6.9,15,3.5,4.6,17.4,2.6,9.4,2.2,0.9,1.3,2.3,1.7
Karima Christmas-Kelly,2014,IND,F-G,34,3,736,69,201,0.343,27,70,0.386,42,131,0.321,0.41,71,94,0.755,47,121,29,30,9,25,70,236,21.6,2,5.9,0.8,2.1,1.2,3.9,2.1,2.8,6.9,1.4,3.6,0.9,0.3,0.9,0.7,2.1
Shameka Christon,2014,SAS,G,31,0,338,38,107,0.355,25,81,0.309,13,26,0.5,0.472,12,15,0.8,9,40,6,7,4,8,33,113,10.9,1.2,3.5,0.8,2.6,0.4,0.8,0.4,0.5,3.6,0.3,1.3,0.2,0.1,0.2,0.3,1.1
Layshia Clarendon,2014,IND,G,29,3,398,49,122,0.402,6,19,0.316,43,103,0.417,0.426,17,24,0.708,12,42,34,11,0,28,33,121,13.7,1.7,4.2,0.2,0.7,1.5,3.6,0.6,0.8,4.2,0.4,1.4,1.2,0,0.4,1,1.1
Alysha Clark,2014,SEA,F,34,22,561,56,125,0.448,14,57,0.246,42,68,0.618,0.504,16,23,0.696,26,73,20,16,10,24,64,142,16.5,1.6,3.7,0.4,1.7,1.2,2,0.5,0.7,4.2,0.8,2.1,0.6,0.3,0.5,0.7,1.9
Courtney Clements,2014,CHI,G,33,1,376,36,99,0.364,4,23,0.174,32,76,0.421,0.384,12,12,1,14,55,22,12,2,13,32,88,11.4,1.1,3,0.1,0.7,1,2.3,0.4,0.4,2.7,0.4,1.7,0.7,0.1,0.4,0.4,1
Marissa Coleman,2014,IND,G-F,34,32,815,106,271,0.391,43,113,0.381,63,158,0.399,0.47,49,60,0.817,28,112,37,27,11,40,68,304,24,3.1,8,1.3,3.3,1.9,4.6,1.4,1.8,8.9,0.8,3.3,1.1,0.3,0.8,1.2,2
Nadia Colhado,2014,ATL,C,16,0,127,21,42,0.5,0,0,NA,21,42,0.5,0.5,2,7,0.286,4,29,1,5,6,8,23,44,7.9,1.3,2.6,0,0,1.3,2.6,0.1,0.4,2.8,0.2,1.8,0.1,0.4,0.3,0.5,1.4
Anna Cruz,2014,NYL,G,34,34,922,109,236,0.462,17,49,0.347,92,187,0.492,0.498,27,39,0.692,14,118,121,44,9,72,61,262,27.1,3.2,6.9,0.5,1.4,2.7,5.5,0.8,1.1,7.7,0.4,3.5,3.6,0.3,1.3,2.1,1.8
Monique Currie,2014,WAS,F,34,28,804,103,262,0.393,19,83,0.229,84,179,0.469,0.429,111,140,0.793,29,157,52,36,5,49,90,336,23.6,3,7.7,0.6,2.4,2.5,5.3,3.3,4.1,9.9,0.9,4.6,1.5,0.1,1.1,1.4,2.6
Damiris Dantas,2014,MIN,F,30,23,655,71,139,0.511,1,1,1,70,138,0.507,0.514,38,50,0.76,46,152,36,15,11,24,62,181,21.8,2.4,4.6,0,0,2.3,4.6,1.3,1.7,6,1.5,5.1,1.2,0.4,0.5,0.8,2.1
Elena Delle Donne,2014,CHI,F-G,16,9,408,91,212,0.429,20,55,0.364,71,157,0.452,0.476,84,90,0.933,22,64,18,9,24,12,22,286,25.5,5.7,13.2,1.2,3.4,4.4,9.8,5.2,5.6,17.9,1.4,4,1.1,1.5,0.6,0.8,1.4
Erika de Souza,2014,ATL,F-C,33,33,986,192,352,0.545,0,0,NA,192,352,0.545,0.545,72,102,0.706,97,286,39,37,47,58,93,456,29.9,5.8,10.7,0,0,5.8,10.7,2.2,3.1,13.8,2.9,8.7,1.2,1.4,1.1,1.8,2.8
Skylar Diggins-Smith,2014,TUL,G,34,34,1192,232,547,0.424,33,116,0.284,199,431,0.462,0.454,186,221,0.842,25,86,170,50,20,97,88,683,35.1,6.8,16.1,1,3.4,5.9,12.7,5.5,6.5,20.1,0.7,2.5,5,0.6,1.5,2.9,2.6
Stefanie Dolson,2014,WAS,C,34,1,627,87,177,0.492,0,3,0,87,174,0.5,0.492,30,37,0.811,31,149,42,12,37,58,91,204,18.4,2.6,5.2,0,0.1,2.6,5.1,0.9,1.1,6,0.9,4.4,1.2,1.1,0.4,1.7,2.7
Katie Douglas,2014,CON,G-F,32,32,1040,133,372,0.358,63,177,0.356,70,195,0.359,0.442,89,105,0.848,25,106,69,30,13,71,56,418,32.5,4.2,11.6,2,5.5,2.2,6.1,2.8,3.3,13.1,0.8,3.3,2.2,0.4,0.9,2.2,1.8
Celine Dumerc,2014,ATL,G,28,11,527,28,95,0.295,12,52,0.231,16,43,0.372,0.358,25,36,0.694,16,56,112,30,2,58,54,93,18.8,1,3.4,0.4,1.9,0.6,1.5,0.9,1.3,3.3,0.6,2,4,0.1,1.1,2.1,1.9
Candice Dupree,2014,PHO,F,34,34,1062,210,394,0.533,0,0,NA,210,394,0.533,0.533,73,86,0.849,41,257,80,29,18,48,47,493,31.2,6.2,11.6,0,0,6.2,11.6,2.1,2.5,14.5,1.2,7.6,2.4,0.5,0.9,1.4,1.4
Aaryn Ellenberg,2014,CHI,G,2,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Faris,2014,CON,G,25,0,192,8,33,0.242,4,15,0.267,4,18,0.222,0.303,8,10,0.8,6,29,9,3,2,7,18,28,7.7,0.3,1.3,0.2,0.6,0.2,0.7,0.3,0.4,1.1,0.2,1.2,0.4,0.1,0.1,0.3,0.7
Jamierra Faulkner,2014,CHI,G,34,18,694,96,265,0.362,13,49,0.265,83,216,0.384,0.387,62,74,0.838,11,68,119,33,7,81,66,267,20.4,2.8,7.8,0.4,1.4,2.4,6.4,1.8,2.2,7.9,0.3,2,3.5,0.2,1,2.4,1.9
Sylvia Fowles,2014,CHI,C,20,18,596,101,185,0.546,0,0,NA,101,185,0.546,0.546,65,83,0.783,45,203,11,28,41,56,66,267,29.8,5,9.2,0,0,5,9.2,3.2,4.2,13.3,2.2,10.2,0.6,2,1.4,2.8,3.3
Markeisha Gatling,2014,CHI,C,29,1,319,46,71,0.648,0,0,NA,46,71,0.648,0.648,16,22,0.727,23,69,1,3,13,20,64,108,11,1.6,2.4,0,0,1.6,2.4,0.6,0.8,3.7,0.8,2.4,0,0.4,0.1,0.7,2.2
Briana Gilbreath-Butler,2014,CON,G,6,0,36,1,6,0.167,0,2,0,1,4,0.25,0.167,0,0,NA,0,5,0,1,1,2,3,2,6,0.2,1,0,0.3,0.2,0.7,0,0,0.3,0,0.8,0,0.2,0.2,0.3,0.5
